time(UTC),Year,Month,Day,Hour(UTC),Hour Taxila,G(h),Gd(h),T2m,RH,Gb(n),IR(h),WS10m,WD10m,SP,,,,,,
20050111:1900,2005,01,11,19,0,0,0,4.36,88.8,0,281.2,1.72,35,94630,,,,,,
20050111:2000,2005,01,11,20,1,0,0,4.56,92.2,0,293,1.52,35,94590,,,,,,
20050111:2100,2005,01,11,21,2,0,0,4.33,88.8,0,275.6,1.59,25,94590,,,,,,
20050111:2200,2005,01,11,22,3,0,0,3.85,88.75,0,264.55,1.79,19,94550,,,,,,
20050111:2300,2005,01,11,23,4,0,0,3.33,88.7,0,257,1.93,15,94540,,,,,,
20050112:0000,2005,01,12,00,5,0,0,2.87,88.65,0,255.05,1.93,9,94520,,,,,,
20050112:0100,2005,01,12,01,6,0,0,3,88.65,0,270.65,1.86,6,94540,,,,,,
20050112:0200,2005,01,12,02,7,0,0,3.1,85.4,0,273.45,1.93,12,94560,,,,,,
20050112:0300,2005,01,12,03,8,180.6,72.75,3.71,85.45,820.53,273.05,1.59,14,94590,,,,,,
20050112:0400,2005,01,12,04,9,336.95,123.7,7.53,82.65,710.72,270.95,0.83,355,94640,,,,,,
20050112:0500,2005,01,12,05,10,442.6,176.95,11.69,51.5,611.76,271.3,1.17,308,94690,,,,,,
20050112:0600,2005,01,12,06,11,574.8,119.85,13.32,48,866.8,296.85,1.66,290,94700,,,,,,
20050112:0700,2005,01,12,07,12,582.75,122.85,14.33,43.1,812.9,274.4,2.14,297,94710,,,,,,
20050112:0800,2005,01,12,08,13,510.75,136.45,14.92,41.65,675.49,276.95,2.34,297,94620,,,,,,
20050112:0900,2005,01,12,09,14,328.35,171.1,15.01,41.65,320.43,287.95,2.34,299,94570,,,,,,
20050112:1000,2005,01,12,10,15,183.9,96.45,14.55,43.1,230.15,310.4,2.14,295,94540,,,,,,
20050112:1100,2005,01,12,11,16,94.3,45.45,13.64,51.75,213.02,315.85,1.66,298,94540,,,,,,
20050112:1200,2005,01,12,12,17,3.2,2.25,12.39,55.65,19.36,301.7,1.66,323,94520,,,,,,
20050112:1300,2005,01,12,13,18,0,0,10.45,69.1,0,277.9,1.59,338,94550,,,,,,
20050112:1400,2005,01,12,14,19,0,0,8.73,74.15,0,278.5,1.45,356,94580,,,,,,
20050112:1500,2005,01,12,15,20,0,0,7.77,79.7,0,274.4,1.59,10,94610,,,,,,
20050112:1600,2005,01,12,16,21,0,0,7.27,76.7,0,275,1.59,16,94620,,,,,,
20050112:1700,2005,01,12,17,22,0,0,6.85,79.55,0,276.15,1.66,22,94640,,,,,,
20050112:1800,2005,01,12,18,23,0,0,6.47,79.5,0,270.15,1.59,23,94610,,,,,,
20050112:1900,2005,01,12,19,0,0,0,6.08,79.4,0,264.95,1.66,22,94620,,,,,,
20050112:2000,2005,01,12,20,1,0,0,5.64,76.5,0,265.9,1.72,23,94580,,,,,,
20050112:2100,2005,01,12,21,2,0,0,5.06,82.35,0,269.4,1.86,26,94540,,,,,,
20050112:2200,2005,01,12,22,3,0,0,4.23,82.3,0,259.9,2,24,94490,,,,,,
20050112:2300,2005,01,12,23,4,0,0,3.71,85.45,0,260.85,2.07,27,94430,,,,,,
20050113:0000,2005,01,13,00,5,0,0,3.19,85.4,0,256.05,2.14,27,94380,,,,,,
20050113:0100,2005,01,13,01,6,0,0,2.7,88.65,0,255.75,1.93,30,94360,,,,,,
20050113:0200,2005,01,13,02,7,0,0,2.65,85.35,0,257,1.79,30,94330,,,,,,
20050113:0300,2005,01,13,03,8,172.65,64.3,3.51,85.4,819.64,256.6,1.52,34,94370,,,,,,
20050113:0400,2005,01,13,04,9,290.5,139.1,7.45,82.65,502.7,272.1,0.62,58,94410,,,,,,
20050113:0500,2005,01,13,05,10,387.5,181.65,11.48,59.7,472.39,294.75,0.97,215,94460,,,,,,
20050113:0600,2005,01,13,06,11,490.05,191.1,12.69,53.6,567.49,301.7,0,0,94510,,,,,,
20050113:0700,2005,01,13,07,12,417.05,224.5,13.29,51.75,338.97,308.3,0,0,94560,,,,,,
20050113:0800,2005,01,13,08,13,364.75,173.1,13.08,53.6,344.24,317.2,2.76,282,94520,,,,,,
20050113:0900,2005,01,13,09,14,266.65,120.75,12.87,53.6,295.58,315.25,2.83,327,94470,,,,,,
20050113:1000,2005,01,13,10,15,173.3,80.6,12.7,53.6,242.06,311.2,3.24,360,94430,,,,,,
20050113:1100,2005,01,13,11,16,74.2,41.6,12.62,53.6,140.3,320.3,2.48,16,94390,,,,,,
20050113:1200,2005,01,13,12,17,2.85,2.3,12.03,59.85,10.56,314.1,1.45,5,94360,,,,,,
20050113:1300,2005,01,13,13,18,0,0,10.62,74.4,0,316.2,0.97,2,94380,,,,,,
20050113:1400,2005,01,13,14,19,0,0,9.43,71.5,0,294.15,1.1,353,94430,,,,,,
20050113:1500,2005,01,13,15,20,0,0,7.68,79.7,0,282.55,1.45,353,94470,,,,,,
20050113:1600,2005,01,13,16,21,0,0,6.52,88.95,0,280.4,1.66,13,94500,,,,,,
20050113:1700,2005,01,13,17,22,0,0,5.86,92.3,0,285.65,1.79,26,94500,,,,,,
20050113:1800,2005,01,13,18,23,0,0,5.13,92.25,0,276.75,1.72,25,94500,,,,,,
20050113:1900,2005,01,13,19,0,0,0,4.84,92.25,0,265.7,1.79,9,94440,,,,,,
20050113:2000,2005,01,13,20,1,0,0,4.52,92.2,0,263.6,1.93,7,94460,,,,,,
20050113:2100,2005,01,13,21,2,0,0,4.21,92.2,0,263.6,2,9,94420,,,,,,
20050113:2200,2005,01,13,22,3,0,0,3.91,92.15,0,262.8,2,6,94400,,,,,,
20050113:2300,2005,01,13,23,4,0,0,3.59,88.75,0,261.05,2,4,94360,,,,,,
20050114:0000,2005,01,14,00,5,0,0,3.29,92.15,0,260.5,2,2,94320,,,,,,
20050114:0100,2005,01,14,01,6,0,0,2.92,92.15,0,259.25,1.93,360,94340,,,,,,
20050114:0200,2005,01,14,02,7,0,0,2.62,92.15,0,259.15,1.93,359,94360,,,,,,
20050114:0300,2005,01,14,03,8,187.1,54.15,3.25,92.15,999.29,259.3,1.66,358,94410,,,,,,
20050114:0400,2005,01,14,04,9,361.45,70.7,7.39,82.65,961.46,262.6,1.31,341,94480,,,,,,
20050114:0500,2005,01,14,05,10,488.65,87.5,11.56,62,917.14,268.2,1.86,320,94540,,,,,,
20050114:0600,2005,01,14,06,11,570.4,91.45,13.25,55.75,905.7,279.65,2.41,314,94560,,,,,,
20050114:0700,2005,01,14,07,12,602.6,86.75,13.93,53.85,904.31,278.65,3.1,312,94530,,,,,,
20050114:0800,2005,01,14,08,13,552.2,83.85,14.66,52,837.2,279.65,3.17,316,94460,,,,,,
20050114:0900,2005,01,14,09,14,449.4,76.75,15.03,50.25,750.51,283.3,3.1,321,94380,,,,,,
20050114:1000,2005,01,14,10,15,294.55,63.4,15.1,50.25,598.79,282.35,3.1,322,94320,,,,,,
20050114:1100,2005,01,14,11,16,115.85,38.25,14.76,52.15,329.56,281.4,2.97,317,94330,,,,,,
20050114:1200,2005,01,14,12,17,4.25,2.8,13.09,59.95,26.32,279.05,2.62,305,94320,,,,,,
20050114:1300,2005,01,14,13,18,0,0,11.04,64.25,0,274.05,2.48,312,94360,,,,,,
20050114:1400,2005,01,14,14,19,0,0,9.64,71.5,0,272.5,2.28,326,94390,,,,,,
20050114:1500,2005,01,14,15,20,0,0,8.37,76.85,0,269.4,2.21,341,94400,,,,,,
20050114:1600,2005,01,14,16,21,0,0,7.25,79.65,0,267.45,2.21,354,94400,,,,,,
20050114:1700,2005,01,14,17,22,0,0,6.34,82.55,0,265.9,2.21,1,94400,,,,,,
20050114:1800,2005,01,14,18,23,0,0,5.63,85.65,0,266.1,2.14,5,94380,,,,,,
20050114:1900,2005,01,14,19,0,0,0,5.14,85.6,0,262.6,2.07,6,94340,,,,,,
20050114:2000,2005,01,14,20,1,0,0,4.69,85.55,0,260.85,2.14,3,94330,,,,,,
20050114:2100,2005,01,14,21,2,0,0,4.32,88.8,0,260.3,2.21,360,94280,,,,,,
20050114:2200,2005,01,14,22,3,0,0,3.98,88.75,0,258.75,2.21,360,94250,,,,,,
20050114:2300,2005,01,14,23,4,0,0,3.65,85.45,0,257.2,2.28,359,94200,,,,,,
20050115:0000,2005,01,15,00,5,0,0,3.32,88.7,0,256.2,2.28,360,94170,,,,,,
20050115:0100,2005,01,15,01,6,0,0,2.97,88.65,0,254.6,2.21,1,94200,,,,,,
20050115:0200,2005,01,15,02,7,0,0,2.58,88.65,0,253.5,2.14,4,94230,,,,,,
20050115:0300,2005,01,15,03,8,197.1,52.45,2.93,88.65,1079.5,252.95,1.86,6,94290,,,,,,
20050115:0400,2005,01,15,04,9,374.15,70.6,7.44,79.65,999.39,255.25,1.31,348,94360,,,,,,
20050115:0500,2005,01,15,05,10,513,80.25,11.74,51.5,985.48,261.05,1.59,324,94400,,,,,,
20050115:0600,2005,01,15,06,11,594.8,85.35,13.44,48,959.53,266.85,1.86,309,94410,,,,,,
20050115:0700,2005,01,15,07,12,613.5,86.5,14.17,48.15,919.85,272.3,2,304,94400,,,,,,
20050115:0800,2005,01,15,08,13,559,92.95,14.91,44.9,828.96,275.75,2.07,304,94330,,,,,,
20050115:0900,2005,01,15,09,14,450.35,81.35,15.22,45.05,738.69,281.4,2.14,302,94290,,,,,,
20050115:1000,2005,01,15,10,15,297.5,68.7,15.17,46.6,587.93,284.5,2,303,94270,,,,,,
20050115:1100,2005,01,15,11,16,118.05,40.95,14.7,46.6,323.1,279.25,1.45,307,94280,,,,,,
20050115:1200,2005,01,15,12,17,4.8,3.15,13.62,55.75,28.36,284.3,1.24,307,94260,,,,,,
20050115:1300,2005,01,15,13,18,0,0,11.32,69.25,0,273.65,1.24,337,94290,,,,,,
20050115:1400,2005,01,15,14,19,0,0,9.42,74.2,0,275.4,1.45,12,94320,,,,,,
20050115:1500,2005,01,15,15,20,0,0,7.93,79.7,0,266.1,1.79,30,94340,,,,,,
20050115:1600,2005,01,15,16,21,0,0,6.86,82.6,0,264.35,1.93,40,94360,,,,,,
20050115:1700,2005,01,15,17,22,0,0,6.25,82.55,0,263.4,1.93,45,94360,,,,,,
20050115:1800,2005,01,15,18,23,0,0,5.83,85.65,0,262.2,1.93,49,94360,,,,,,
20050115:1900,2005,01,15,19,0,0,0,5.71,85.65,0,264.55,2.07,48,94370,,,,,,
20050115:2000,2005,01,15,20,1,0,0,4.92,88.85,0,263.75,2.14,49,94350,,,,,,
20050115:2100,2005,01,15,21,2,0,0,4.41,92.2,0,262.6,2.21,50,94320,,,,,,
20050115:2200,2005,01,15,22,3,0,0,3.94,92.15,0,263.4,2.14,49,94310,,,,,,
20050115:2300,2005,01,15,23,4,0,0,3.45,95.7,0,259.5,2.14,46,94280,,,,,,
20050116:0000,2005,01,16,00,5,0,0,3.04,95.7,0,258.55,2.07,43,94250,,,,,,
20050116:0100,2005,01,16,01,6,0,0,2.77,92.15,0,258.65,2.07,40,94270,,,,,,
20050116:0200,2005,01,16,02,7,0,0,2.52,95.65,0,255.65,2.07,37,94310,,,,,,
20050116:0300,2005,01,16,03,8,196.9,52.9,2.92,95.7,1066.27,256.2,1.72,38,94370,,,,,,
20050116:0400,2005,01,16,04,9,366.85,72.1,7.53,85.8,965.86,258.35,0.76,33,94450,,,,,,
20050116:0500,2005,01,16,05,10,512.2,80.9,12.2,57.75,978.1,265.5,0.41,344,94510,,,,,,
20050116:0600,2005,01,16,06,11,595.85,85.3,13.85,53.85,957.59,274.2,0.55,293,94510,,,,,,
20050116:0700,2005,01,16,07,12,609.1,87.25,14,53.85,906.79,277.1,0.48,202,94520,,,,,,
20050116:0800,2005,01,16,08,13,561.7,91.35,14.59,52,832.37,280.05,0.69,188,94430,,,,,,
20050116:0900,2005,01,16,09,14,449.75,80.75,14.96,50.25,734.17,282.95,0.76,169,94370,,,,,,
20050116:1000,2005,01,16,10,15,296.05,63.65,14.95,48.4,592.31,293.75,0.48,171,94320,,,,,,
20050116:1100,2005,01,16,11,16,117.2,43.25,14.6,48.25,305.78,285.25,0.14,228,94320,,,,,,
20050116:1200,2005,01,16,12,17,5.4,3.4,13.56,55.75,32.63,280.05,0.62,296,94290,,,,,,
20050116:1300,2005,01,16,13,18,0,0,11.56,69.25,0,277.3,1.03,334,94290,,,,,,
20050116:1400,2005,01,16,14,19,0,0,9.38,77,0,269.75,1.45,6,94310,,,,,,
20050116:1500,2005,01,16,15,20,0,0,7.94,79.7,0,266.5,1.86,24,94320,,,,,,
20050116:1600,2005,01,16,16,21,0,0,6.78,85.75,0,264.35,1.93,34,94310,,,,,,
20050116:1700,2005,01,16,17,22,0,0,5.86,88.9,0,262.05,1.93,37,94320,,,,,,
20050116:1800,2005,01,16,18,23,0,0,5.18,88.85,0,260.85,1.86,37,94310,,,,,,
20050116:1900,2005,01,16,19,0,0,0,4.55,92.2,0,261.45,2.07,51,94330,,,,,,
20050116:2000,2005,01,16,20,1,0,0,4.01,95.7,0,260.3,2,49,94290,,,,,,
20050116:2100,2005,01,16,21,2,0,0,3.6,92.15,0,258.55,2,46,94270,,,,,,
20050116:2200,2005,01,16,22,3,0,0,3.31,95.7,0,259.9,2,40,94220,,,,,,
20050116:2300,2005,01,16,23,4,0,0,3.06,95.7,0,257.2,2.07,33,94170,,,,,,
20050117:0000,2005,01,17,00,5,0,0,2.81,92.15,0,256.05,2,28,94130,,,,,,
20050117:0100,2005,01,17,01,6,0,0,2.53,95.65,0,254.4,2,26,94120,,,,,,
20050117:0200,2005,01,17,02,7,0,0,2.22,92.1,0,253.15,1.93,25,94140,,,,,,
20050117:0300,2005,01,17,03,8,195.25,51.3,2.66,92.15,1056.87,252.35,1.59,27,94190,,,,,,
20050117:0400,2005,01,17,04,9,356.65,75.4,7.19,82.65,917.01,257.95,0.76,20,94290,,,,,,
20050117:0500,2005,01,17,05,10,510.6,82.3,10.99,59.6,967.06,260.65,0.34,312,94350,,,,,,
20050117:0600,2005,01,17,06,11,591.55,87.8,12.62,51.65,940.75,268.6,0.62,263,94360,,,,,,
20050117:0700,2005,01,17,07,12,616.45,90.5,13.14,47.85,909.7,268.2,1.79,309,94310,,,,,,
20050117:0800,2005,01,17,08,13,565.85,85.85,13.83,42.95,845.04,273.65,1.86,304,94220,,,,,,
20050117:0900,2005,01,17,09,14,450.15,92,14.13,41.35,708.14,274.4,1.66,302,94140,,,,,,
20050117:1000,2005,01,17,10,15,289.45,69,14.13,41.35,557.22,275,1.24,295,94090,,,,,,
20050117:1100,2005,01,17,11,16,122.6,41,13.7,39.8,332.92,274.8,0.69,314,94090,,,,,,
20050117:1200,2005,01,17,12,17,6,3.7,12.89,46.1,35.67,277.7,0.62,15,94100,,,,,,
20050117:1300,2005,01,17,13,18,0,0,10.72,61.85,0,266.3,1.31,46,94130,,,,,,
20050117:1400,2005,01,17,14,19,0,0,8.61,71.35,0,265.3,1.72,48,94140,,,,,,
20050117:1500,2005,01,17,15,20,0,0,7.21,73.9,0,265.3,2,43,94180,,,,,,
20050117:1600,2005,01,17,16,21,0,0,6.07,79.4,0,261.25,2.21,44,94190,,,,,,
20050117:1700,2005,01,17,17,22,0,0,5.11,82.4,0,259.1,2.14,45,94230,,,,,,
20050117:1800,2005,01,17,18,23,0,0,4.53,88.8,0,262.2,2.07,46,94250,,,,,,
20050117:1900,2005,01,17,19,0,0,0,4.63,85.55,0,264.15,2.28,53,94320,,,,,,
20050117:2000,2005,01,17,20,1,0,0,4.16,85.5,0,257.6,2.28,52,94290,,,,,,
20050117:2100,2005,01,17,21,2,0,0,3.58,92.15,0,254.85,2.21,48,94270,,,,,,
20050117:2200,2005,01,17,22,3,0,0,3.06,95.7,0,253.3,2.21,43,94250,,,,,,
20050117:2300,2005,01,17,23,4,0,0,2.61,92.15,0,251.4,2.14,38,94220,,,,,,
20050118:0000,2005,01,18,00,5,0,0,2.22,92.1,0,249.85,2,30,94210,,,,,,
20050118:0100,2005,01,18,01,6,0,0,1.89,92.1,0,248.2,2,23,94250,,,,,,
20050118:0200,2005,01,18,02,7,0,0,1.6,88.65,0,247.15,1.93,19,94300,,,,,,
20050118:0300,2005,01,18,03,8,201.3,52.9,2.11,92.1,1079.61,245.95,1.66,15,94360,,,,,,
20050118:0400,2005,01,18,04,9,380.2,71.15,6.75,82.6,1002.31,249.05,0.97,352,94450,,,,,,
20050118:0500,2005,01,18,05,10,521.05,80.95,10.31,57.3,989.17,254.65,1.45,317,94530,,,,,,
20050118:0600,2005,01,18,06,11,605.2,85.2,11.78,47.75,966.75,260.3,1.93,309,94540,,,,,,
20050118:0700,2005,01,18,07,12,624.75,90.75,12.79,44.35,919.25,265.5,1.59,296,94530,,,,,,
20050118:0800,2005,01,18,08,13,573.2,89.95,13.38,42.8,846.25,269.4,1.79,297,94470,,,,,,
20050118:0900,2005,01,18,09,14,471.45,79.1,13.65,41.2,770.85,269.95,1.79,301,94430,,,,,,
20050118:1000,2005,01,18,10,15,314.8,66.3,13.67,39.65,622.9,269,1.72,305,94440,,,,,,
20050118:1100,2005,01,18,11,16,130.3,41.75,13.28,39.65,356.45,266.65,1.59,305,94420,,,,,,
20050118:1200,2005,01,18,12,17,6.8,4.1,12.2,46.1,39.89,264.95,1.38,308,94440,,,,,,
20050118:1300,2005,01,18,13,18,0,0,10.11,64,0,258.35,1.31,334,94460,,,,,,
20050118:1400,2005,01,18,14,19,0,0,7.93,73.95,0,255.05,1.52,6,94500,,,,,,
20050118:1500,2005,01,18,15,20,0,0,6.49,76.55,0,253.15,1.86,22,94520,,,,,,
20050118:1600,2005,01,18,16,21,0,0,5.33,76.4,0,251.2,2.07,31,94580,,,,,,
20050118:1700,2005,01,18,17,22,0,0,4.42,82.3,0,249.25,2.14,33,94610,,,,,,
20050118:1800,2005,01,18,18,23,0,0,3.81,82.25,0,247.5,2.21,34,94640,,,,,,
20050118:1900,2005,01,18,19,0,0,0,3.1,85.4,0,246.35,2.21,45,94700,,,,,,
20050118:2000,2005,01,18,20,1,0,0,2.6,88.65,0,244.05,2.21,43,94690,,,,,,
20050118:2100,2005,01,18,21,2,0,0,2.14,88.65,0,243.25,2.21,42,94660,,,,,,
20050118:2200,2005,01,18,22,3,0,0,1.75,88.65,0,242.3,2.14,36,94660,,,,,,
20050118:2300,2005,01,18,23,4,0,0,1.45,88.6,0,239.95,2.07,29,94640,,,,,,
20050119:0000,2005,01,19,00,5,0,0,1.22,85.25,0,239.75,2.07,23,94620,,,,,,
20050119:0100,2005,01,19,01,6,0,0,1.04,88.55,0,238.7,2.14,18,94670,,,,,,
20050119:0200,2005,01,19,02,7,0,0,0.86,85.2,0,238.2,2.21,14,94710,,,,,,
20050119:0300,2005,01,19,03,8,205.35,54.25,1.42,85.25,1088.55,238.8,1.86,15,94760,,,,,,
20050119:0400,2005,01,19,04,9,387.05,71.55,6.07,82.5,1017.5,242.1,1.17,357,94820,,,,,,
20050119:0500,2005,01,19,05,10,529.05,81.3,10.29,53.1,1001.58,248.65,1.52,327,94850,,,,,,
20050119:0600,2005,01,19,06,11,613,86.2,11.92,45.95,974.86,254.65,2.07,308,94870,,,,,,
20050119:0700,2005,01,19,07,12,633.6,87.05,12.62,42.7,936.29,259.9,2.9,303,94810,,,,,,
20050119:0800,2005,01,19,08,13,587.75,85.1,13.22,39.65,875.47,262.2,3.03,306,94790,,,,,,
20050119:0900,2005,01,19,09,14,480.35,78.75,13.46,39.65,783.96,263.6,2.83,310,94710,,,,,,
20050119:1000,2005,01,19,10,15,321.35,66.05,13.47,38.15,634.57,263.75,2.55,310,94700,,,,,,
20050119:1100,2005,01,19,11,16,135.6,41.95,13.02,39.5,371.95,262.8,2.28,308,94680,,,,,,
20050119:1200,2005,01,19,12,17,7.65,4.45,11.67,45.95,45.12,260.1,1.79,305,94680,,,,,,
20050119:1300,2005,01,19,13,18,0,0,9.69,57.15,0,253.7,1.72,322,94690,,,,,,
20050119:1400,2005,01,19,14,19,0,0,7.58,71.15,0,251.4,1.79,350,94730,,,,,,
20050119:1500,2005,01,19,15,20,0,0,6.09,73.65,0,249.45,2,10,94780,,,,,,
20050119:1600,2005,01,19,16,21,0,0,4.9,76.3,0,247.9,2.14,21,94790,,,,,,
20050119:1700,2005,01,19,17,22,0,0,4.02,79.15,0,246.55,2.07,23,94820,,,,,,
20050119:1800,2005,01,19,18,23,0,0,3.43,82.2,0,245.6,2.07,20,94830,,,,,,
20050119:1900,2005,01,19,19,0,0,0,2.78,82.15,0,245.2,2.14,29,94830,,,,,,
20050119:2000,2005,01,19,20,1,0,0,2.35,85.3,0,243.85,2.28,30,94790,,,,,,
20050119:2100,2005,01,19,21,2,0,0,1.97,82.05,0,242.85,2.28,29,94760,,,,,,
20050119:2200,2005,01,19,22,3,0,0,1.57,82.05,0,240.95,2.28,28,94690,,,,,,
20050119:2300,2005,01,19,23,4,0,0,1.14,82,0,239,2.21,22,94640,,,,,,
20050120:0000,2005,01,20,00,5,0,0,0.85,81.95,0,237.45,2.21,14,94610,,,,,,
20050120:0100,2005,01,20,01,6,0,0,0.55,81.9,0,235.8,2.21,10,94610,,,,,,
20050120:0200,2005,01,20,02,7,0,0,0.16,81.9,0,234.15,2.14,7,94640,,,,,,
20050120:0300,2005,01,20,03,8,209.4,53.7,0.66,81.95,1110.08,233.6,1.86,6,94680,,,,,,
20050120:0400,2005,01,20,04,9,392.35,71.85,5.62,73.65,1027.55,236.3,1.38,349,94720,,,,,,
20050120:0500,2005,01,20,05,10,535.9,81.65,10.18,43.8,1011.09,241.9,1.79,329,94770,,,,,,
20050120:0600,2005,01,20,06,11,621.9,87.75,12.06,37.9,983.74,247.3,2.14,318,94780,,,,,,
20050120:0700,2005,01,20,07,12,639.1,95.5,12.98,35.15,926.6,251.4,2.48,314,94760,,,,,,
20050120:0800,2005,01,20,08,13,589.6,97.45,13.75,32.8,852.46,256.2,2.62,305,94680,,,,,,
20050120:0900,2005,01,20,09,14,476.6,96.05,14.06,34.1,738.04,261.65,2.76,299,94620,,,,,,
20050120:1000,2005,01,20,10,15,316.8,78.45,13.93,35.45,587.43,266.5,2.62,304,94600,,,,,,
20050120:1100,2005,01,20,11,16,130.9,53.4,13.32,38.15,303.69,266.5,2,308,94570,,,,,,
20050120:1200,2005,01,20,12,17,8.05,5.1,11.94,45.95,39.75,264.75,1.66,303,94570,,,,,,
20050120:1300,2005,01,20,13,18,0,0,9.86,59.35,0,257.95,1.66,326,94560,,,,,,
20050120:1400,2005,01,20,14,19,0,0,7.85,71.25,0,262.2,1.52,356,94600,,,,,,
20050120:1500,2005,01,20,15,20,0,0,7.06,73.8,0,281.2,1.66,353,94650,,,,,,
20050120:1600,2005,01,20,16,21,0,0,6.86,73.8,0,301.9,1.66,352,94740,,,,,,
20050120:1700,2005,01,20,17,22,0,0,6.88,73.8,0,312.35,1.59,15,94760,,,,,,
20050120:1800,2005,01,20,18,23,0,0,6.78,76.65,0,311.95,1.66,31,94760,,,,,,
20050120:1900,2005,01,20,19,0,0,0,6.89,79.55,0,323.95,1.45,40,94770,,,,,,
20050120:2000,2005,01,20,20,1,0,0,6.96,82.6,0,326.5,1.45,41,94720,,,,,,
20050120:2100,2005,01,20,21,2,0,0,7.01,82.6,0,327.45,1.1,41,94670,,,,,,
20050120:2200,2005,01,20,22,3,0,0,7.73,71.25,0,325.3,0.62,33,94640,,,,,,
20050120:2300,2005,01,20,23,4,0,0,7.71,68.6,0,317.4,0.48,22,94600,,,,,,
20050121:0000,2005,01,21,00,5,0,0,7.84,66.05,0,324.55,0.48,25,94560,,,,,,
20050121:0100,2005,01,21,01,6,0,0,8.05,61.2,0,318.45,0.34,12,94580,,,,,,
20050121:0200,2005,01,21,02,7,0,0,8.19,56.8,0,319.5,0.07,184,94620,,,,,,
20050121:0300,2005,01,21,03,8,57.45,56.45,7.98,58.9,7.05,320.1,0.69,164,94670,,,,,,
20050121:0400,2005,01,21,04,9,103.1,102.55,7.9,76.8,1.75,323.2,0.76,152,94740,,,,,,
20050121:0500,2005,01,21,05,10,88.35,83.25,9.21,61.55,11.29,318.15,1.17,184,94820,,,,,,
20050121:0600,2005,01,21,06,11,138.65,136.1,8.89,66.25,4.67,324.75,1.38,189,94840,,,,,,
20050121:0700,2005,01,21,07,12,122.9,119.4,9.24,66.35,5.94,331.9,1.38,166,94800,,,,,,
20050121:0800,2005,01,21,08,13,98.25,97.05,8.43,76.85,2.07,331.9,1.17,161,94730,,,,,,
20050121:0900,2005,01,21,09,14,61.8,60.35,7.8,79.7,2.79,331.5,0.83,122,94660,,,,,,
20050121:1000,2005,01,21,10,15,41.15,40.75,7.33,82.65,0.98,330.95,1.1,106,94640,,,,,,
20050121:1100,2005,01,21,11,16,22.05,20.95,6.99,85.75,4.25,333.05,1.66,115,94640,,,,,,
20050121:1200,2005,01,21,12,17,1.65,1.65,6.56,88.95,0,333.25,1.86,128,94650,,,,,,
20050121:1300,2005,01,21,13,18,0,0,6.12,88.95,0,331.5,1.72,137,94670,,,,,,
20050121:1400,2005,01,21,14,19,0,0,5.9,92.3,0,332.1,1.93,140,94730,,,,,,
20050121:1500,2005,01,21,15,20,0,0,5.66,92.3,0,331.5,2,132,94760,,,,,,
20050121:1600,2005,01,21,16,21,0,0,5.5,95.75,0,333.05,2.41,123,94770,,,,,,
20050121:1700,2005,01,21,17,22,0,0,5.43,92.25,0,333.45,2.55,113,94770,,,,,,
20050121:1800,2005,01,21,18,23,0,0,5.44,92.25,0,332.65,2.55,103,94770,,,,,,
20050121:1900,2005,01,21,19,0,0,0,5.26,92.25,0,333.85,2,82,94710,,,,,,
20050121:2000,2005,01,21,20,1,0,0,5.29,92.25,0,333.05,2.28,79,94660,,,,,,
20050121:2100,2005,01,21,21,2,0,0,5.29,92.25,0,334.4,2.48,78,94620,,,,,,
20050121:2200,2005,01,21,22,3,0,0,5.3,92.25,0,334.2,2.41,77,94570,,,,,,
20050121:2300,2005,01,21,23,4,0,0,5.34,95.75,0,334.4,2.28,71,94520,,,,,,
20050122:0000,2005,01,22,00,5,0,0,5.31,92.25,0,332.1,2.28,65,94480,,,,,,
20050122:0100,2005,01,22,01,6,0,0,5.33,95.75,0,333.75,2.34,68,94470,,,,,,
20050122:0200,2005,01,22,02,7,0,0,5.29,95.75,0,330.75,2.48,71,94500,,,,,,
20050122:0300,2005,01,22,03,8,39.25,39.1,5.4,95.75,1.05,332.1,2.48,73,94530,,,,,,
20050122:0400,2005,01,22,04,9,40.3,40.3,5.88,92.3,0,331.3,2.48,80,94590,,,,,,
20050122:0500,2005,01,22,05,10,59.25,55.75,6.14,88.95,7.71,334.8,2.76,94,94610,,,,,,
20050122:0600,2005,01,22,06,11,112.25,106.05,6.4,88.95,11.3,331.7,2.76,102,94620,,,,,,
20050122:0700,2005,01,22,07,12,75.95,75.95,6.18,85.7,0,330.35,2.76,105,94620,,,,,,
20050122:0800,2005,01,22,08,13,94.5,93.25,6.09,92.3,2.14,330.75,2.28,100,94560,,,,,,
20050122:0900,2005,01,22,09,14,68.65,65.05,6.13,88.95,6.89,333.45,2.07,85,94500,,,,,,
20050122:1000,2005,01,22,10,15,58.2,54.5,5.93,92.3,8.96,335.4,2.14,63,94450,,,,,,
20050122:1100,2005,01,22,11,16,21.15,20.7,5.79,92.3,1.72,335.4,2.21,31,94420,,,,,,
20050122:1200,2005,01,22,12,17,2.55,2.45,5.38,92.25,1.24,327.65,2.48,17,94390,,,,,,
20050122:1300,2005,01,22,13,18,0,0,4.9,95.75,0,322.8,2.28,6,94360,,,,,,
20050122:1400,2005,01,22,14,19,0,0,4.7,95.75,0,324.95,1.79,359,94380,,,,,,
20050122:1500,2005,01,22,15,20,0,0,4.45,95.75,0,316.4,1.52,354,94380,,,,,,
